audio_file_name,ai_utterance_duration_seconds
grade1_profile28359_q2_QK_20251122_100724.mp3,7.34
grade1_profile28364_q2_LP_20251122_100201.mp3,3.07
grade1_profile30684_q3_QK_20251122_101834.mp3,9.18
grade1_profile28371_q3_LP_20251122_101304.mp3,13.54
grade1_profile28399_q3_QK_20251122_101834.mp3,2.89
grade1_profile28450_q1_QK_20251122_095622.mp3,2.54
grade1_profile30693_q1_LP_20251122_095026.mp3,1.85
grade1_profile28451_q1_LP_20251122_095026.mp3,4.64
grade1_profile28451_q2_LP_20251122_100201.mp3,2.99
grade1_profile28403_q2_QK_20251122_100724.mp3,3.45
grade1_profile28398_q3_LP_20251122_101304.mp3,3.82
grade1_profile28443_q3_QK_20251122_101834.mp3,0.53
grade1_profile31204_q1_LP_20251122_095026.mp3,4.64
grade1_profile30823_q2_LP_20251122_100201.mp3,4.54
grade1_profile28382_q3_QK_20251122_101834.mp3,8.15
grade1_profile28432_q3_LP_20251122_101304.mp3,12.9
grade1_profile30472_q3_QK_20251122_101834.mp3,7.84
grade1_profile28392_q1_QK_20251122_095622.mp3,6.78
grade1_profile28512_q1_QK_20251122_095622.mp3,1.75
grade1_profile30490_q1_QK_20251122_095622.mp3,5.92
grade1_profile28399_q1_QK_20251122_095622.mp3,1.43
grade1_profile28417_q1_QK_20251122_095622.mp3,5.53
grade1_profile28402_q1_QK_20251122_095622.mp3,1.95
grade1_profile28457_q1_LP_20251122_095026.mp3,7.74
grade1_profile31204_q1_QK_20251122_095622.mp3,7.35
grade1_profile28428_q1_QK_20251122_095622.mp3,4.08
grade1_profile31203_q1_LP_20251122_095026.mp3,6.84
grade1_profile28509_q1_LP_20251122_095026.mp3,10.98
grade1_profile28473_q1_QK_20251122_095622.mp3,4.73
grade1_profile31207_q1_QK_20251122_095622.mp3,4.25
grade1_profile28352_q1_LP_20251122_095026.mp3,3.62
grade1_profile28359_q1_QK_20251122_095622.mp3,2.39
grade1_profile30481_q1_LP_20251122_095026.mp3,8.95
grade1_profile28362_q1_QK_20251122_095622.mp3,3.21
grade1_profile30575_q1_LP_20251122_095026.mp3,1.89
grade1_profile30589_q1_LP_20251122_095026.mp3,5.1
grade1_profile30490_q2_LP_20251122_100201.mp3,5.41
grade1_profile28387_q2_LP_20251122_100201.mp3,5.56
grade1_profile30633_q2_QK_20251122_100724.mp3,3.38
grade1_profile30684_q2_QK_20251122_100724.mp3,2.75
grade1_profile28475_q2_QK_20251122_100724.mp3,4.43
grade1_profile28485_q2_QK_20251122_100724.mp3,2.75
grade1_profile31205_q2_LP_20251122_100201.mp3,3.09
grade1_profile30476_q2_LP_20251122_100201.mp3,3.21
grade1_profile31203_q2_QK_20251122_100724.mp3,3.99
grade1_profile30481_q2_LP_20251122_100201.mp3,6.33
grade1_profile28451_q2_QK_20251122_100724.mp3,2.54
grade1_profile28423_q2_QK_20251122_100724.mp3,3.2
grade1_profile28402_q2_QK_20251122_100724.mp3,2.48
grade1_profile28493_q2_QK_20251122_100724.mp3,2.71
grade1_profile28387_q2_QK_20251122_100724.mp3,2.64
grade1_profile30589_q2_LP_20251122_100201.mp3,6.58
grade1_profile28391_q2_LP_20251122_100201.mp3,2.4
grade1_profile28363_q2_LP_20251122_100201.mp3,2.29
grade1_profile28385_q2_QK_20251122_100724.mp3,2.63
grade1_profile28456_q2_QK_20251122_100724.mp3,2.82
grade1_profile28421_q2_QK_20251122_100724.mp3,3.1
grade1_profile28429_q2_LP_20251122_100201.mp3,5.06
grade1_profile28350_q2_QK_20251122_100724.mp3,2.31
grade1_profile30476_q3_QK_20251122_101834.mp3,11.4
grade1_profile28469_q3_LP_20251122_101304.mp3,9.62
grade1_profile28468_q3_QK_20251122_101834.mp3,5.64
grade1_profile28364_q3_QK_20251122_101834.mp3,7.3
grade1_profile28448_q3_QK_20251122_101834.mp3,9.65
grade1_profile28471_q3_LP_20251122_101304.mp3,16.08
grade1_profile28493_q3_QK_20251122_101834.mp3,8.7
grade1_profile28448_q3_LP_20251122_101304.mp3,10.41
grade1_profile31293_q3_QK_20251122_101834.mp3,8.48
grade1_profile28371_q3_QK_20251122_101834.mp3,28.5
grade1_profile28446_q3_LP_20251122_101304.mp3,14.29
grade1_profile28352_q3_QK_20251122_101834.mp3,7.5
grade1_profile31361_q3_QK_20251122_101834.mp3,8.63
grade1_profile28470_q3_LP_20251122_101304.mp3,19.31
grade1_profile28345_q3_LP_20251122_101304.mp3,9.44
grade1_profile28403_q3_LP_20251122_101304.mp3,31.99
grade1_profile28516_q3_LP_20251122_101304.mp3,11.02
grade1_profile30596_q3_LP_20251122_101304.mp3,14.25
grade1_profile28518_q1_LP_20251122_095026.mp3,5.52
grade1_profile28375_q1_QK_20251122_095622.mp3,3.83
grade1_profile28444_q1_LP_20251122_095026.mp3,7.38
grade1_profile30840_q1_QK_20251122_095622.mp3,6.11
grade1_profile31361_q1_QK_20251122_095622.mp3,3.67
grade1_profile28468_q1_QK_20251122_095622.mp3,3.36
grade1_profile28390_q1_QK_20251122_095622.mp3,2.45
grade1_profile28441_q1_LP_20251122_095026.mp3,9.38
grade1_profile28429_q1_LP_20251122_095026.mp3,6.18
grade1_profile28350_q1_QK_20251122_095622.mp3,3.61
grade1_profile28403_q1_QK_20251122_095622.mp3,2.89
grade1_profile28425_q1_QK_20251122_095622.mp3,4.38
grade1_profile30569_q1_LP_20251122_095026.mp3,4.35
grade1_profile28398_q1_LP_20251122_095026.mp3,1.82
grade1_profile28516_q1_LP_20251122_095026.mp3,6.23
grade1_profile31205_q1_QK_20251122_095622.mp3,3.11
grade1_profile28473_q1_LP_20251122_095026.mp3,4.12
grade1_profile28381_q1_LP_20251122_095026.mp3,6.81
grade1_profile28421_q1_LP_20251122_095026.mp3,5.36
grade1_profile28431_q1_QK_20251122_095622.mp3,12.23
grade1_profile30496_q1_LP_20251122_095026.mp3,5.61
grade1_profile28448_q2_QK_20251122_100724.mp3,3.11
grade1_profile30575_q2_QK_20251122_100724.mp3,2.75
grade1_profile30496_q2_LP_20251122_100201.mp3,2.48
grade1_profile28498_q2_LP_20251122_100201.mp3,1.92
grade1_profile31207_q2_LP_20251122_100201.mp3,6.77
grade1_profile28514_q2_QK_20251122_100724.mp3,3.87
grade1_profile31361_q2_QK_20251122_100724.mp3,3.78
grade1_profile28381_q2_LP_20251122_100201.mp3,4.93
grade1_profile28448_q2_LP_20251122_100201.mp3,2.84
grade1_profile31284_q2_QK_20251122_100724.mp3,3.67
grade1_profile30941_q2_LP_20251122_100201.mp3,2.15
grade1_profile31284_q2_LP_20251122_100201.mp3,3.69
grade1_profile30630_q2_QK_20251122_100724.mp3,3.92
grade1_profile28359_q2_LP_20251122_100201.mp3,7.27
grade1_profile31206_q2_LP_20251122_100201.mp3,5.93
grade1_profile28363_q2_QK_20251122_100724.mp3,2.99
grade1_profile30467_q2_LP_20251122_100201.mp3,3.17
grade1_profile28376_q3_LP_20251122_101304.mp3,46.33
grade1_profile30626_q3_QK_20251122_101834.mp3,10.63
grade1_profile28402_q3_QK_20251122_101834.mp3,7.29
grade1_profile28450_q3_QK_20251122_101834.mp3,5.34
grade1_profile28475_q3_QK_20251122_101834.mp3,12.78
grade1_profile31206_q3_QK_20251122_101834.mp3,4.44
grade1_profile30575_q3_LP_20251122_101304.mp3,10.13
grade1_profile31203_q3_QK_20251122_101834.mp3,11.8
grade1_profile30665_q3_LP_20251122_101304.mp3,7.59
grade1_profile28432_q3_QK_20251122_101834.mp3,9.2
grade1_profile30822_q3_QK_20251122_101834.mp3,6.53
grade1_profile30941_q3_QK_20251122_101834.mp3,28.36
grade1_profile28475_q3_LP_20251122_101304.mp3,24.77
grade1_profile30569_q3_LP_20251122_101304.mp3,11.55
grade1_profile28388_q3_QK_20251122_101834.mp3,4.96
grade1_profile28344_q3_LP_20251122_101304.mp3,8.93
grade1_profile31206_q3_LP_20251122_101304.mp3,15.08
grade1_profile30633_q3_LP_20251122_101304.mp3,12.49
grade1_profile30589_q3_QK_20251122_101834.mp3,6.25
grade1_profile30840_q3_QK_20251122_101834.mp3,16.63
grade1_profile28518_q3_LP_20251122_101304.mp3,9.76
grade1_profile28425_q3_LP_20251122_101304.mp3,8.24
grade1_profile28509_q3_QK_20251122_101834.mp3,10.21
grade1_profile28423_q1_LP_20251122_095026.mp3,2.27
grade1_profile28403_q1_LP_20251122_095026.mp3,7.22
grade1_profile28371_q1_LP_20251122_095026.mp3,15.6
grade1_profile28391_q2_QK_20251122_100724.mp3,2.35
grade1_profile28438_q3_QK_20251122_101834.mp3,11.56
grade1_profile28344_q1_LP_20251122_095026.mp3,5.19
grade1_profile28350_q2_LP_20251122_100201.mp3,3.2
grade1_profile28417_q2_QK_20251122_100724.mp3,5.47
grade1_profile28387_q3_LP_20251122_101304.mp3,10.28
grade1_profile28376_q2_LP_20251122_100201.mp3,2.92
grade1_profile30482_q2_LP_20251122_100201.mp3,3.86
grade1_profile28516_q1_QK_20251122_095622.mp3,3.48
grade1_profile28509_q1_QK_20251122_095622.mp3,3.92
grade1_profile28457_q2_LP_20251122_100201.mp3,4.39
grade1_profile28465_q3_QK_20251122_101834.mp3,10.46
